page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
22,36,Product shall be no less than the minimum shelf life set forth in Exhibit B as such Exhibit B Module may be amended from time to time by,28,50.04999923706055,496.54119873046875,544.9498291015625,505.37872314453125,494.92483,8.86252,False,Product shall be no less than the minimum shelf life set forth in Exhibit B as such Exhibit B Module may be amended from time to time by,28,Product shall be no less than the minimum shelf life set forth in Exhibit B as such Exhibit B Module may be amended from time to time by,28,False,False
22,37,written notification of Miltenyi to Bellicum. As of the Effective Date the Minimum Guaranteed Shelf Life of certain Miltenyi Products is,21,50.04999923706055,506.64178466796875,544.9498901367188,515.4793090820312,494.92489,8.86252,False,written notification of Miltenyi to Bellicum As of the Effective Date the Minimum Guaranteed Shelf Life of certain Miltenyi Products is,21,written notification of Miltenyi to Bellicum. As of the Effective Date the Minimum Guaranteed Shelf Life of certain Miltenyi Products is,21,False,False
22,38,relatively short and thus requires Bellicum to perform a tight materials management (i.e. short-termed,14,50.04999923706055,516.7413940429688,411.12506103515625,525.5789184570312,361.10006,8.86252,False,relatively short and thus requires Bellicum to perform a tight materials management ie shorttermed,14,relatively short and thus requires Bellicum to perform a tight materials management (i.e. short-termed,14,False,False
23,3,ordering of such Miltenyi Products) regarding production planning of Bellicum Product. The Parties mutually agree to use their [...***...],19,50.04999923706055,101.37910461425781,544.950439453125,110.21660614013672,494.92544,8.8625,False,ordering of such Miltenyi Products regarding production planning of Bellicum Product The Parties mutually agree to use their,18,ordering of such Miltenyi Products) regarding production planning of Bellicum Product. The Parties mutually agree to use their [...***...],19,False,False
23,4,to implement any back-office activities as necessary to implement a) an increased Minimum Guaranteed Shelf Life and/or b),18,50.04999923706055,111.47920227050781,544.949951171875,120.31670379638672,494.92495,8.8625,False,to implement any backoffice activities as necessary to implement a an increased Minimum Guaranteed Shelf Life andor b,18,to implement any back-office activities as necessary to implement a) an increased Minimum Guaranteed Shelf Life and/or b),18,False,False
23,5,improvements to material management and production planning to address the challenge in the previous sentence and the Parties agree to,20,50.04999923706055,121.57929992675781,544.9496459960938,130.4167938232422,494.92465,8.86249,False,improvements to material management and production planning to address the challenge in the previous sentence and the Parties agree to,20,improvements to material management and production planning to address the challenge in the previous sentence and the Parties agree to,20,False,False
23,6,"provide to each other reasonable assistance where practicable to implement such back-office changes as necessary, taking into account",18,50.04999923706055,131.6793975830078,544.9503784179688,140.5168914794922,494.92538,8.86249,False,provide to each other reasonable assistance where practicable to implement such backoffice changes as necessary taking into account,18,"provide to each other reasonable assistance where practicable to implement such back-office changes as necessary, taking into account",18,False,False
23,7,"cost, resource and capacity requirements.",5,50.04999923706055,141.7790069580078,199.65626525878906,150.6165008544922,149.63127,8.86249,False,cost resource and capacity requirements,5,"cost, resource and capacity requirements.",5,False,False
23,8,"6.5 Certificates. Miltenyi shall include proper release certificates, certificates of compliance, and/or certificates of analysis with all",17,50.04999923706055,160.0856475830078,544.9500732421875,168.9231414794922,494.92507,8.86249,False,65 Certificates Miltenyi shall include proper release certificates certificates of compliance andor certificates of analysis with all,17,". Certificates. Miltenyi shall include proper release certificates, certificates of compliance, and/or certificates of analysis with all",17,False,False
23,9,"shipments of Miltenyi Product, as applicable, in accordance with the requirements of the Quality Agreement.",15,50.04999923706055,170.8166046142578,437.63739013671875,179.6540985107422,387.61239,8.86249,False,shipments of Miltenyi Product as applicable in accordance with the requirements of the Quality Agreement,15,"shipments of Miltenyi Product, as applicable, in accordance with the requirements of the Quality Agreement.",15,False,False
23,10,6.6 Product Shortage. Miltenyi shall promptly notify Bellicum of any potential or anticipated shortfall in the manufacturing or inventory of,20,50.04999923706055,189.1227569580078,544.9501342773438,197.9602508544922,494.92514,8.86249,False,66 Product Shortage Miltenyi shall promptly notify Bellicum of any potential or anticipated shortfall in the manufacturing or inventory of,20,. Product Shortage. Miltenyi shall promptly notify Bellicum of any potential or anticipated shortfall in the manufacturing or inventory of,20,False,False
23,11,any Miltenyi Product that may adversely affect the Delivery of such Miltenyi Product in accordance with Bellicum’s forecast requirements,19,50.04999923706055,199.8542022705078,544.9500122070312,208.6916961669922,494.92501,8.86249,False,any Miltenyi Product that may adversely affect the Delivery of such Miltenyi Product in accordance with Bellicums forecast requirements,19,any Miltenyi Product that may adversely affect the Delivery of such Miltenyi Product in accordance with Bellicum’s forecast requirements,19,False,False
23,12,and pending Purchase Orders therefor. If Miltenyi is unable to supply any Miltenyi Product subject to a pending Purchase Order for any,22,50.04999923706055,209.9542999267578,544.9502563476562,218.7917938232422,494.92526,8.86249,False,and pending Purchase Orders therefor If Miltenyi is unable to supply any Miltenyi Product subject to a pending Purchase Order for any,22,and pending Purchase Orders therefor. If Miltenyi is unable to supply any Miltenyi Product subject to a pending Purchase Order for any,22,False,False
23,13,"reason, then the Parties shall, in good faith, seek to agree on a revised date (or dates) for Delivery and Miltenyi shall undertake prompt and",25,50.04999923706055,220.0543975830078,544.9501342773438,228.8918914794922,494.92514,8.86249,False,reason then the Parties shall in good faith seek to agree on a revised date or dates for Delivery and Miltenyi shall undertake prompt and,25,"reason, then the Parties shall, in good faith, seek to agree on a revised date (or dates) for Delivery and Miltenyi shall undertake prompt and",25,False,False
23,14,"diligent efforts to mitigate the adverse impact on Bellicum. In the case of a limited availability of any Miltenyi Product, in selling such",23,50.04999923706055,230.1540069580078,544.9502563476562,238.9915008544922,494.92526,8.86249,False,diligent efforts to mitigate the adverse impact on Bellicum In the case of a limited availability of any Miltenyi Product in selling such,23,"diligent efforts to mitigate the adverse impact on Bellicum. In the case of a limited availability of any Miltenyi Product, in selling such",23,False,False
23,15,"Miltenyi Product, Miltenyi shall take into account the aggregate volume of Miltenyi Products purchased by Bellicum, and shall subject to",20,50.04999923706055,240.2541046142578,544.9502563476562,249.0915985107422,494.92526,8.86249,False,Miltenyi Product Miltenyi shall take into account the aggregate volume of Miltenyi Products purchased by Bellicum and shall subject to,20,"Miltenyi Product, Miltenyi shall take into account the aggregate volume of Miltenyi Products purchased by Bellicum, and shall subject to",20,False,False
23,16,reasonable ethical standards provide to Bellicum priority access to Miltenyi Product consistent with such Miltenyi Product purchase,17,50.04999923706055,250.3542022705078,544.9502563476562,259.19171142578125,494.92526,8.86251,False,reasonable ethical standards provide to Bellicum priority access to Miltenyi Product consistent with such Miltenyi Product purchase,17,reasonable ethical standards provide to Bellicum priority access to Miltenyi Product consistent with such Miltenyi Product purchase,17,False,False
23,17,volumes and critical medical needs. If due to the fault or error of Miltenyi or a Third-Party supplier or Subcontractor of Miltenyi or Force,24,50.04999923706055,260.45428466796875,544.9494018554688,269.29180908203125,494.9244,8.86252,False,volumes and critical medical needs If due to the fault or error of Miltenyi or a ThirdParty supplier or Subcontractor of Miltenyi or Force,24,volumes and critical medical needs. If due to the fault or error of Miltenyi or a Third-Party supplier or Subcontractor of Miltenyi or Force,24,False,False
